#bin	name	chrom	strand	txStart	txEnd	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames
118	NM_030885	chr3	-	48014568	48130769	48016947	48040350	4	48014568,48019354,48040127,48130262,	48016955,48019423,48040369,48130769,	0	MAP4	cmpl	cmpl	1,1,0,-1,
118	NM_003074	chr3	-	47627377	47823405	47629698	47823287	28	47627377,47632150,47651555,47663696,47676679,47677511,47680214,47702783,47703823,47712147,47716964,47718118,47719687,47721926,47727538,47730876,47734730,47742767,47747898,47752172,47755904,47762155,47770514,47777523,47779518,47787397,47814306,47823092,	47629796,47632327,47651817,47663831,47676834,47677626,47680270,47702945,47704082,47712207,47717078,47718272,47719801,47721998,47727660,47730914,47734790,47742892,47748020,47752298,47755980,47762225,47770584,47777616,47779600,47787483,47814426,47823405,	0	SMARCC1	cmpl	cmpl	1,1,0,0,1,0,1,1,0,0,0,2,2,2,0,1,1,2,0,0,2,1,0,0,2,0,0,0,
118	NM_002375	chr3	-	47892179	48130769	47894521	48040350	19	47892179,47894652,47896737,47898920,47908735,47910703,47912302,47912716,47913406,47917174,47918906,47956306,47957440,47960208,47963254,47969717,48019354,48040127,48130262,	47894529,47894842,47896850,47899002,47908828,47910817,47912595,47912776,47913590,47917390,47919013,47956429,47958664,47960331,47963368,47969840,48019423,48040369,48130769,	0	MAP4	cmpl	cmpl	1,0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,-1,
118	NM_001134364	chr3	-	47892179	48130769	47894281	48040350	18	47892179,47896737,47898920,47908735,47910703,47912302,47912716,47913406,47917174,47918906,47956306,47957440,47960208,47963254,47969717,48019354,48040127,48130262,	47894428,47896850,47899002,47908828,47910817,47912595,47912776,47913590,47917390,47919013,47956429,47958664,47960331,47963368,47969840,48019423,48040369,48130769,	0	MAP4	cmpl	cmpl	0,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,-1,
119	NM_000094	chr3	-	48601505	48632593	48601838	48632592	118	48601505,48602215,48602541,48602842,48603068,48603699,48603942,48604092,48604339,48604560,48605006,48605142,48605270,48605522,48605931,48606216,48606807,48607024,48607157,48607312,48607566,48607707,48607897,48608071,48608293,48608533,48608675,48609433,48609559,48609812,48609935,48610103,48610294,48610453,48610606,48610748,48610945,48611122,48611287,48611694,48611920,48612109,48612229,48612496,48612639,48612771,48613058,48613299,48613681,48613832,48613954,48614108,48614316,48614424,48615753,48615885,48616351,48616629,48616801,48616912,48617020,48617217,48617463,48617732,48618013,48618314,48618554,48618692,48618880,48619005,48619138,48619343,48619755,48619910,48620041,48620445,48620559,48620825,48620988,48621150,48621332,48621467,48621730,48621917,48622166,48622342,48622468,48622989,48623122,48623262,48623372,48623506,48623764,48623995,48624404,48624622,48624852,48625225,48625714,48626074,48626302,48626759,48627031,48627645,48627891,48628105,48628896,48629105,48629330,48629534,48629783,48630002,48630207,48630534,48630788,48630969,48631800,48632507,	48601855,48602413,48602634,48602929,48603101,48603748,48603996,48604170,48604456,48604623,48605069,48605196,48605324,48605603,48605967,48606288,48606879,48607081,48607193,48607348,48607611,48607767,48607933,48608143,48608401,48608593,48608711,48609478,48609604,48609854,48609971,48610172,48610375,48610489,48610669,48610781,48610990,48611158,48611323,48611739,48611983,48612154,48612298,48612559,48612675,48612972,48613181,48613335,48613729,48613868,48613990,48614204,48614352,48614460,48615798,48615948,48616387,48616710,48616837,48616948,48617101,48617247,48617490,48617777,48618085,48618359,48618590,48618773,48618916,48619065,48619192,48619376,48619791,48619946,48620086,48620481,48620604,48620861,48621048,48621213,48621386,48621494,48621808,48621989,48622202,48622378,48622549,48623052,48623167,48623289,48623408,48623679,48623911,48624122,48624541,48624769,48624987,48625372,48625837,48626221,48626428,48626903,48627151,48627789,48628017,48628249,48629025,48629255,48629447,48629681,48629900,48630132,48630371,48630696,48630882,48631129,48631981,48632593,	0	COL7A1	cmpl	cmpl	1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,2,1,0,
120	NM_001313941	chr3	-	49396568	49449530	49397641	49413022	6	49396568,49399928,49405860,49412866,49444144,49449252,	49397815,49400059,49405981,49413024,49444239,49449530,	0	RHOA	cmpl	cmpl	0,1,0,0,-1,-1,
120	NM_001664	chr3	-	49396568	49449530	49397641	49413022	5	49396568,49399928,49405860,49412866,49449252,	49397815,49400059,49405981,49413024,49449530,	0	RHOA	cmpl	cmpl	0,1,0,0,-1,
120	NM_001313945	chr3	-	49396568	49449530	49397641	49405894	5	49396568,49399928,49405860,49412866,49449277,	49397815,49400059,49405981,49412926,49449530,	0	RHOA	cmpl	cmpl	0,1,0,-1,-1,
120	NM_001313944	chr3	-	49396568	49449530	49397641	49413022	5	49396568,49399928,49405860,49412893,49449252,	49397815,49400059,49405948,49413024,49449530,	0	RHOA	cmpl	cmpl	0,1,0,0,-1,
120	NM_001313943	chr3	-	49396568	49449530	49397798	49413022	6	49396568,49398360,49399928,49405860,49412866,49449252,	49397815,49398499,49400059,49405981,49413024,49449530,	0	RHOA	cmpl	cmpl	1,0,1,0,0,-1,
120	NM_001313946	chr3	-	49396568	49449530	49397641	49413022	3	49396568,49412866,49449252,	49397815,49413024,49449530,	0	RHOA	cmpl	cmpl	0,0,-1,
120	NM_001313947	chr3	-	49396568	49449530	49399942	49413022	4	49396568,49399928,49412866,49449252,	49397815,49400059,49413024,49449530,	0	RHOA	cmpl	cmpl	-1,0,0,-1,
123	NM_018313	chr3	-	52579367	52719866	52582078	52713727	30	52579367,52584436,52584762,52588739,52595782,52597379,52598065,52610556,52613069,52620440,52621368,52623085,52637536,52643328,52649366,52651277,52661288,52662909,52668617,52675969,52677263,52678719,52682359,52685757,52692214,52696148,52702513,52712515,52713589,52719764,	52582251,52584653,52584833,52588895,52595984,52597509,52598249,52610714,52613215,52620704,52621451,52623271,52637748,52643971,52649472,52651554,52661386,52663051,52668831,52676061,52677359,52678805,52682458,52685826,52692331,52696292,52702661,52712613,52713739,52719866,	0	PBRM1	cmpl	cmpl	1,0,1,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,
123	NM_212539	chr3	+	53195222	53226733	53212438	53226282	18	53195222,53212419,53213592,53215222,53215459,53215716,53217136,53217467,53218889,53219619,53219942,53220182,53220619,53221355,53222735,53223073,53223888,53226123,	53195444,53212553,53213792,53215283,53215622,53215748,53217222,53217597,53218990,53219716,53220043,53220356,53220711,53221418,53222874,53223262,53224017,53226733,	0	PRKCD	cmpl	cmpl	-1,0,1,0,1,2,1,0,1,0,1,0,0,2,2,0,0,0,
123	NM_001316327	chr3	+	53195536	53226733	53212438	53226282	19	53195536,53199119,53212419,53213592,53215222,53215459,53215716,53217136,53217467,53218889,53219619,53219942,53220182,53220619,53221355,53222735,53223073,53223888,53226123,	53195591,53199231,53212553,53213792,53215283,53215622,53215748,53217222,53217597,53218990,53219716,53220043,53220356,53220711,53221418,53222874,53223262,53224017,53226733,	0	PRKCD	cmpl	cmpl	-1,-1,0,1,0,1,2,1,0,1,0,1,0,0,2,2,0,0,0,
123	NM_006254	chr3	+	53195222	53226733	53212438	53226282	19	53195222,53199119,53212419,53213592,53215222,53215459,53215716,53217136,53217467,53218889,53219619,53219942,53220182,53220619,53221355,53222735,53223073,53223888,53226123,	53195444,53199231,53212553,53213792,53215283,53215622,53215748,53217222,53217597,53218990,53219716,53220043,53220356,53220711,53221418,53222874,53223262,53224017,53226733,	0	PRKCD	cmpl	cmpl	-1,-1,0,1,0,1,2,1,0,1,0,1,0,0,2,2,0,0,0,
123	NM_181042	chr3	-	52579404	52719796	52582078	52713727	30	52579404,52584436,52584762,52595782,52597298,52598065,52610556,52613069,52620440,52621368,52623085,52637536,52643328,52649366,52651277,52661288,52662909,52668617,52675969,52677263,52678719,52682359,52685757,52692214,52696148,52702513,52712515,52713589,52716107,52719764,	52582251,52584653,52584833,52595984,52597509,52598249,52610714,52613215,52620704,52621526,52623271,52637748,52643971,52649472,52651554,52661386,52663051,52668831,52676061,52677359,52678805,52682458,52685826,52692331,52696292,52702661,52712613,52713739,52716249,52719796,	0	PBRM1	cmpl	cmpl	1,0,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,-1,
123	NM_001350079	chr3	-	52579367	52719866	52582078	52715758	31	52579367,52584436,52584762,52595782,52597298,52598065,52610556,52613069,52620440,52621368,52623085,52637536,52643328,52649366,52651277,52661288,52662909,52668617,52675969,52677263,52678719,52682359,52685757,52692214,52696148,52702513,52712515,52713589,52715710,52716107,52719764,	52582251,52584653,52584833,52595984,52597509,52598249,52610714,52613215,52620704,52621451,52623271,52637748,52643971,52649472,52651554,52661386,52663051,52668831,52676061,52677359,52678805,52682458,52685826,52692331,52696292,52702661,52712613,52713742,52715836,52716249,52719866,	0	PBRM1	cmpl	cmpl	1,0,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,0,-1,-1,
123	NM_001350078	chr3	-	52579367	52719866	52582078	52715758	32	52579367,52584436,52584762,52595782,52597298,52598065,52610556,52613069,52620440,52621368,52623085,52637536,52643328,52649366,52651277,52658912,52661288,52662909,52668617,52675969,52677263,52678719,52682359,52685757,52692214,52696148,52702513,52712515,52713589,52715710,52716107,52719764,	52582251,52584653,52584833,52595984,52597509,52598249,52610714,52613215,52620704,52621526,52623271,52637748,52643971,52649472,52651554,52658957,52661386,52663051,52668831,52676061,52677359,52678805,52682458,52685826,52692331,52696292,52702661,52712613,52713742,52715836,52716249,52719866,	0	PBRM1	cmpl	cmpl	1,0,1,0,2,1,2,0,0,1,1,2,1,0,2,2,0,2,1,2,2,0,0,0,0,0,2,0,0,0,-1,-1,
123	NM_001350075	chr3	-	52579367	52719866	52582078	52713727	30	52579367,52584436,52584762,52588739,52595782,52597298,52598065,52610556,52613069,52620440,52621368,52623085,52637536,52643328,52649366,52651277,52661288,52662909,52668617,52675969,52677263,52678719,52682359,52685757,52692214,52696148,52702513,52712515,52713589,52719764,	52582251,52584653,52584833,52588895,52595984,52597509,52598249,52610714,52613215,52620704,52621526,52623271,52637748,52643971,52649472,52651554,52661386,52663051,52668831,52676061,52677359,52678805,52682458,52685826,52692331,52696292,52702661,52712613,52713742,52719866,	0	PBRM1	cmpl	cmpl	1,0,1,1,0,2,1,2,0,0,1,1,2,1,0,2,0,2,1,2,2,0,0,0,0,0,2,0,0,-1,
123	NM_001350076	chr3	-	52579367	52719866	52582078	52715758	32	52579367,52584436,52584762,52595782,52597298,52598065,52610556,52613069,52620440,52621368,52623085,52637536,52643328,52649366,52651277,52658912,52661288,52662909,52668617,52675969,52677263,52678719,52682359,52685757,52692214,52696148,52702513,52712515,52713589,52715710,52716107,52719764,	52582251,52584653,52584833,52595984,52597509,52598249,52610714,52613215,52620704,52621526,52623268,52637748,52643971,52649472,52651554,52658957,52661386,52663051,52668831,52676061,52677359,52678805,52682458,52685826,52692331,52696292,52702661,52712613,52713742,52715836,52716249,52719866,	0	PBRM1	cmpl	cmpl	1,0,1,0,2,1,2,0,0,1,1,2,1,0,2,2,0,2,1,2,2,0,0,0,0,0,2,0,0,0,-1,-1,
123	NM_001350074	chr3	-	52579367	52719575	52582078	52715758	32	52579367,52584436,52584762,52595782,52597298,52598065,52610556,52613069,52620440,52621368,52623085,52637536,52643328,52649366,52651277,52658912,52661288,52662909,52668617,52675969,52677263,52678719,52682359,52685757,52692214,52696148,52702513,52712515,52713589,52715710,52716107,52719451,	52582251,52584653,52584833,52595984,52597509,52598249,52610714,52613215,52620704,52621526,52623271,52637748,52643971,52649472,52651554,52658957,52661386,52663051,52668831,52676061,52677359,52678805,52682458,52685826,52692331,52696292,52702661,52712613,52713742,52715836,52716249,52719575,	0	PBRM1	cmpl	cmpl	1,0,1,0,2,1,2,0,0,1,1,2,1,0,2,2,0,2,1,2,2,0,0,0,0,0,2,0,0,0,-1,-1,
123	NM_001350077	chr3	-	52579367	52719575	52582078	52715758	33	52579367,52584436,52584762,52595782,52597298,52598065,52610556,52613069,52620440,52621368,52623085,52637536,52643328,52649366,52651277,52658912,52661288,52662909,52668617,52675969,52677263,52678719,52682359,52685757,52692214,52696148,52702513,52712515,52713589,52715719,52716107,52718871,52719451,	52582251,52584653,52584833,52595984,52597509,52598249,52610714,52613215,52620704,52621526,52623271,52637748,52643971,52649472,52651554,52658957,52661386,52663051,52668831,52676061,52677359,52678805,52682458,52685826,52692331,52696292,52702661,52712613,52713742,52715836,52716249,52718930,52719575,	0	PBRM1	cmpl	cmpl	1,0,1,0,2,1,2,0,0,1,1,2,1,0,2,2,0,2,1,2,2,0,0,0,0,0,2,0,0,0,-1,-1,-1,
127	NM_001291661	chr3	-	57327726	57530071	57327808	57528597	58	57327726,57329552,57330371,57330874,57335762,57343178,57343693,57344744,57348521,57356370,57357034,57357496,57368492,57368809,57386112,57389034,57390695,57391379,57394006,57399472,57401152,57405093,57407244,57414065,57414376,57415417,57419093,57419371,57422677,57430423,57430900,57431757,57432263,57438569,57438973,57440501,57443447,57443825,57445318,57447215,57448416,57454462,57456169,57457198,57458272,57469102,57475235,57487047,57488049,57489742,57493369,57494108,57494866,57496516,57509309,57509529,57528427,57529923,	57327999,57329620,57330463,57331012,57335967,57343282,57343882,57344978,57348659,57356511,57357288,57357647,57368637,57368968,57386255,57389228,57390874,57391679,57394262,57399639,57401291,57405245,57407456,57414191,57414548,57415501,57419234,57419555,57422787,57430543,57431146,57431997,57432416,57438742,57439130,57440621,57443730,57443947,57445513,57447416,57448602,57454706,57456363,57457333,57458398,57469238,57475414,57487139,57488206,57489931,57493565,57494267,57494939,57496706,57509336,57509611,57528630,57530071,	0	DNAH12	cmpl	cmpl	1,2,0,0,2,0,0,0,0,0,1,0,2,2,0,2,0,0,2,0,2,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,0,2,0,1,0,0,2,2,1,0,0,2,0,-1,
134	NM_198859	chr3	-	64079525	64211131	64084726	64184603	8	64079525,64132505,64138857,64142837,64145615,64148691,64184459,64210585,	64085601,64133378,64139044,64143041,64145753,64148805,64184643,64211131,	0	PRICKLE2	cmpl	cmpl	1,1,0,0,0,0,0,-1,
135	NM_001033057	chr3	-	65339905	66024509	65342052	66023983	23	65339905,65346873,65349139,65350339,65350527,65361419,65364935,65367551,65369206,65376816,65387113,65415194,65416373,65422829,65425553,65428466,65433696,65438932,65455957,65464266,65479186,65607646,66023670,	65342807,65347012,65349283,65350400,65350621,65361620,65365229,65367744,65369298,65377033,65387145,65415815,65416556,65422922,65425687,65428524,65433732,65439015,65456159,65464473,65479306,65607763,66024509,	0	MAGI1	cmpl	cmpl	1,0,0,2,1,1,1,0,1,0,1,1,1,1,2,1,1,2,1,1,1,1,0,
135	NM_015520	chr3	-	65339905	66024509	65342750	66023983	25	65339905,65344738,65346873,65349139,65350339,65350527,65361419,65364935,65367551,65369206,65372817,65376816,65387113,65415194,65416373,65422829,65425553,65428466,65433696,65438932,65455957,65464266,65479186,65607646,66023670,	65342807,65344827,65347012,65349283,65350400,65350621,65361620,65365229,65367744,65369298,65372901,65377033,65387145,65415815,65416556,65422922,65425687,65428524,65433732,65439015,65456159,65464473,65479306,65607763,66024509,	0	MAGI1	cmpl	cmpl	0,1,0,0,2,1,1,1,0,1,1,0,1,1,1,1,2,1,1,2,1,1,1,1,0,
135	NM_004742	chr3	-	65344943	66024509	65346823	66023983	23	65344943,65349139,65350339,65350527,65361419,65364935,65367551,65369206,65372817,65376816,65387113,65415194,65416373,65422829,65425553,65428466,65433696,65438932,65455957,65464266,65479186,65607646,66023670,	65347012,65349283,65350400,65350621,65361623,65365229,65367744,65369298,65372901,65377033,65387145,65415815,65416556,65422922,65425687,65428524,65433732,65439015,65456159,65464473,65479306,65607763,66024509,	0	MAGI1	cmpl	cmpl	0,0,2,1,1,1,0,1,1,0,1,1,1,1,2,1,1,2,1,1,1,1,0,
139	NM_000248	chr3	+	69985750	70017488	69985873	70014399	9	69985750,69986972,69988248,69990386,69998201,70000962,70005605,70008423,70013997,	69985906,69987200,69988332,69990482,69998319,70001037,70005681,70008571,70017488,	0	MITF	cmpl	cmpl	0,0,0,0,0,1,1,2,0,
139	NM_001184967	chr3	+	69812706	70017488	69928336	70014399	10	69812706,69928284,69986972,69988248,69990386,69998201,70000980,70005605,70008423,70013997,	69812843,69928534,69987200,69988332,69990482,69998319,70001037,70005681,70008571,70017488,	0	MITF	cmpl	cmpl	-1,0,0,0,0,0,1,1,2,0,
139	NM_006722	chr3	+	69812961	70017488	69812992	70014399	10	69812961,69928284,69986972,69988248,69990386,69998201,70000980,70005605,70008423,70013997,	69813093,69928534,69987200,69988332,69990482,69998319,70001037,70005681,70008571,70017488,	0	MITF	cmpl	cmpl	0,2,0,0,0,0,1,1,2,0,
139	NM_198158	chr3	+	69985750	70017488	69985873	70014399	9	69985750,69986972,69988248,69990386,69998201,70000980,70005605,70008423,70013997,	69985906,69987200,69988332,69990482,69998319,70001037,70005681,70008571,70017488,	0	MITF	cmpl	cmpl	0,0,0,0,0,1,1,2,0,
139	NM_198178	chr3	+	69985750	70017488	69985873	70014399	9	69985750,69986972,69988248,69990386,69998201,70000980,70005605,70008423,70013997,	69985906,69987032,69988332,69990482,69998319,70001037,70005681,70008571,70017488,	0	MITF	cmpl	cmpl	0,0,0,0,0,1,1,2,0,
139	NM_198177	chr3	+	69915374	70017488	69915441	70014399	10	69915374,69928284,69986972,69988248,69990386,69998201,70000980,70005605,70008423,70013997,	69915497,69928534,69987200,69988332,69990482,69998319,70001037,70005681,70008571,70017488,	0	MITF	cmpl	cmpl	0,2,0,0,0,0,1,1,2,0,
139	NM_198159	chr3	+	69788585	70017488	69788748	70014399	10	69788585,69928284,69986972,69988248,69990386,69998201,70000980,70005605,70008423,70013997,	69788852,69928534,69987200,69988332,69990482,69998319,70001037,70005681,70008571,70017488,	0	MITF	cmpl	cmpl	0,2,0,0,0,0,1,1,2,0,
140	NM_001244813	chr3	-	71003864	71114074	71008397	71102906	15	71003864,71015040,71019886,71021705,71026091,71026793,71026978,71037144,71050122,71064699,71090478,71096092,71101687,71102786,71113974,	71008542,71015207,71019956,71021827,71026193,71026873,71027180,71037228,71050210,71064804,71090683,71096246,71101777,71102924,71114074,	0	FOXP1	cmpl	cmpl	2,0,2,0,0,1,0,0,2,2,1,0,0,0,-1,
140	NM_001244814	chr3	-	71003864	71294316	71008397	71247532	17	71003864,71015040,71019886,71021705,71026091,71026793,71026978,71037144,71050122,71064699,71090478,71096092,71101687,71102786,71161686,71247352,71294004,	71008542,71015207,71019956,71021827,71026193,71026873,71027180,71037228,71050210,71064804,71090683,71096246,71101777,71102924,71161788,71247543,71294316,	0	FOXP1	cmpl	cmpl	2,0,2,0,0,1,0,0,2,2,1,0,0,0,0,0,-1,
140	NM_001244815	chr3	-	71003864	71180092	71008397	71179834	16	71003864,71015040,71019886,71021705,71026091,71026793,71026978,71037144,71050122,71064699,71090478,71096092,71101687,71102786,71161686,71179648,	71008542,71015207,71019956,71021827,71026193,71026873,71027180,71037228,71050210,71064804,71090683,71096246,71101777,71102924,71161788,71180092,	0	FOXP1	cmpl	cmpl	2,0,2,0,0,1,0,0,2,2,1,0,0,0,0,0,
140	NM_001349344	chr3	-	71003864	71114074	71008397	71102906	15	71003864,71015040,71019886,71021705,71026091,71026793,71026978,71037144,71050122,71064699,71090478,71096092,71101687,71102786,71113974,	71008542,71015207,71019956,71021827,71026193,71026873,71027180,71037228,71050210,71064804,71090683,71096246,71101774,71102924,71114074,	0	FOXP1	cmpl	cmpl	2,0,2,0,0,1,0,0,2,2,1,0,0,0,-1,
140	NM_001349342	chr3	-	71003864	71181356	71008397	71102906	16	71003864,71015040,71019886,71021705,71026091,71026793,71026978,71037144,71050122,71064699,71090478,71096092,71101687,71102786,71161686,71181241,	71008542,71015207,71019956,71021827,71026193,71026873,71027180,71037228,71050210,71064804,71090683,71096246,71101777,71102924,71161788,71181356,	0	FOXP1	cmpl	cmpl	2,0,2,0,0,1,0,0,2,2,1,0,0,0,-1,-1,
140	NM_001349343	chr3	-	71003864	71181356	71008397	71102906	16	71003864,71015040,71019886,71021705,71026091,71026793,71026978,71037144,71050122,71064699,71090478,71096092,71101687,71102786,71161686,71181241,	71008542,71015207,71019956,71021827,71026193,71026873,71027180,71037228,71050210,71064804,71090683,71096246,71101774,71102924,71161788,71181356,	0	FOXP1	cmpl	cmpl	2,0,2,0,0,1,0,0,2,2,1,0,0,0,-1,-1,
140	NM_001349337	chr3	-	71003864	71180092	71008397	71179834	16	71003864,71015040,71019886,71021705,71026091,71026793,71026978,71037144,71050122,71064699,71090478,71096092,71101687,71102786,71161686,71179648,	71008542,71015207,71019956,71021827,71026193,71026873,71027180,71037228,71050210,71064804,71090683,71096246,71101774,71102924,71161788,71180092,	0	FOXP1	cmpl	cmpl	2,0,2,0,0,1,0,0,2,2,1,0,0,0,0,0,
158	NM_005233	chr3	+	89156673	89531284	89156898	89528652	17	89156673,89176358,89259009,89390065,89390904,89444986,89448467,89456418,89457216,89462290,89468354,89478255,89480299,89498374,89499326,89521613,89528546,	89156986,89176423,89259670,89390221,89391240,89445111,89448630,89456521,89457281,89462416,89468540,89478317,89480509,89498524,89499520,89521769,89531284,	0	EPHA3	cmpl	cmpl	0,1,0,1,1,1,0,1,2,1,1,1,0,0,0,2,2,
158	NM_182644	chr3	+	89156673	89449495	89156898	89448656	7	89156673,89176358,89259009,89390065,89390904,89444986,89448467,	89156986,89176423,89259670,89390221,89391240,89445111,89449495,	0	EPHA3	cmpl	cmpl	0,1,0,1,1,1,0,
165	NM_001278301	chr3	+	96533424	96728971	96533467	96728873	4	96533424,96585668,96706173,96728847,	96533852,96585733,96706837,96728971,	0	EPHA6	cmpl	cmpl	0,1,0,1,
165	NM_001080448	chr3	+	96533424	97467786	96533467	97467545	18	96533424,96585668,96706173,96945107,96962795,97123993,97167411,97194195,97198137,97202777,97251201,97311455,97329636,97356716,97439104,97454768,97466266,97467430,	96533852,96585733,96706837,96945263,96963131,97124118,97167574,97194304,97198208,97202903,97251387,97311581,97329698,97356926,97439254,97454962,97466416,97467786,	0	EPHA6	cmpl	cmpl	0,1,0,1,1,1,0,1,2,1,1,1,1,0,0,0,2,2,
165	NM_001278300	chr3	+	97158436	97367421	97167568	97367174	13	97158436,97160259,97167411,97185262,97194195,97198137,97202777,97251201,97311455,97329636,97356716,97364962,97367129,	97158501,97160316,97167574,97185326,97194304,97198208,97202903,97251387,97311581,97329698,97356926,97365154,97367421,	0	EPHA6	cmpl	cmpl	-1,-1,0,0,1,2,1,1,1,1,0,0,0,
165	NM_173655	chr3	+	97158436	97367421	97167568	97367174	13	97158436,97160259,97166561,97167411,97185262,97194195,97198137,97202777,97251201,97311455,97329636,97356716,97367129,	97158501,97160316,97166677,97167574,97185326,97194304,97198208,97202903,97251387,97311581,97329698,97356926,97367421,	0	EPHA6	cmpl	cmpl	-1,-1,-1,0,0,1,2,1,1,1,1,0,0,
173	NM_001321811	chr3	-	105374304	105587887	105377813	105464825	17	105374304,105389076,105397274,105400322,105400567,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105495239,105572257,105586253,105587579,	105378073,105389196,105397415,105400454,105400662,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105495386,105572508,105586435,105587887,	0	CBLB	cmpl	cmpl	1,1,1,1,2,0,0,0,0,0,2,2,0,-1,-1,-1,-1,
173	NM_001321822	chr3	-	105374304	105587887	105377813	105438968	20	105374304,105389076,105397274,105400322,105400567,105404163,105412337,105420937,105422831,105438890,105442983,105452852,105456014,105459337,105464760,105470305,105495239,105572257,105586253,105587579,	105378073,105389196,105397415,105400454,105400662,105404310,105412432,105421303,105423017,105439094,105443033,105452984,105456102,105459475,105464882,105470462,105495386,105572508,105586435,105587887,	0	CBLB	cmpl	cmpl	1,1,1,1,2,2,0,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
173	NM_001321798	chr3	-	105374304	105587887	105377813	105586421	17	105374304,105389076,105397274,105400567,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105470305,105495239,105572257,105586253,105587579,	105378073,105389196,105397415,105400662,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105470462,105495386,105572508,105586435,105587887,	0	CBLB	cmpl	cmpl	1,1,1,2,0,0,0,0,0,2,2,0,2,2,0,0,-1,
173	NR_135807	chr3	-	105374304	105587887	105587887	105587887	21	105374304,105389076,105389867,105397274,105400322,105400567,105404163,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105470305,105495239,105558266,105572257,105586253,105587579,	105378073,105389196,105389890,105397415,105400454,105400662,105404310,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105470462,105495386,105558314,105572508,105586435,105587887,	0	CBLB	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
173	NR_135808	chr3	-	105374304	105587887	105587887	105587887	20	105374304,105389076,105389864,105397274,105400322,105400567,105404163,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105470305,105495239,105572257,105586253,105587579,	105378073,105389196,105389890,105397415,105400454,105400662,105404310,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105470462,105495386,105572508,105586435,105587887,	0	CBLB	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
173	NR_135810	chr3	-	105374304	105588266	105588266	105588266	21	105374304,105389076,105389867,105391180,105397274,105400322,105400567,105404163,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105470305,105495239,105572257,105586253,105588180,	105378073,105389196,105389890,105391306,105397415,105400454,105400662,105404310,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105470462,105495386,105572508,105586435,105588266,	0	CBLB	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,
173	NM_001321816	chr3	-	105374304	105587887	105377813	105464825	16	105374304,105389076,105397274,105400567,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105495239,105572257,105586253,105587579,	105378073,105389196,105397415,105400662,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105495386,105572508,105586435,105587887,	0	CBLB	cmpl	cmpl	1,1,1,2,0,0,0,0,0,2,2,0,-1,-1,-1,-1,
173	NM_001321813	chr3	-	105374304	105586435	105377813	105464825	19	105374304,105389076,105397274,105400322,105400567,105412337,105420937,105422831,105438890,105452852,105456014,105459337,105464760,105468465,105470305,105495239,105558266,105572257,105586253,	105378073,105389196,105397415,105400454,105400662,105412432,105421303,105423017,105439094,105452984,105456102,105459475,105464882,105468609,105470462,105495386,105558311,105572508,105586435,	0	CBLB	cmpl	cmpl	1,1,1,1,2,0,0,0,0,0,2,2,0,-1,-1,-1,-1,-1,-1,
